#            x           y
    1.000000     5.350009
    1.045226     5.330573
    1.090452     5.846848
    1.135678     4.565231
    1.180905     4.629330
    1.226131     5.989690
    1.271357     5.846016
    1.316583     5.025292
    1.361809     5.096260
    1.407035     5.814693
    1.452261     5.318524
    1.497487     6.351204
    1.542714     6.739752
    1.587940     5.983371
    1.633166     6.704139
    1.678392     6.827779
    1.723618     6.776082
    1.768844     6.826517
    1.814070     6.278642
    1.859296     7.571817
    1.904523     6.444861
    1.949749     7.583053
    1.994975     7.351510
    2.040201     6.520457
    2.085427     7.698788
    2.130653     6.824046
    2.175879     7.764227
    2.221106     7.837668
    2.266332     7.567468
    2.311558     8.400373
    2.356784     7.561973
    2.402010     9.095670
    2.447236     8.881552
    2.492462     9.174303
    2.537688     8.821539
    2.582915     8.589116
    2.628141     9.343108
    2.673367     8.473726
    2.718593     9.303052
    2.763819     9.436755
    2.809045     8.800928
    2.854271    10.150936
    2.899497     8.806074
    2.944724     9.474539
    2.989950     9.485253
    3.035176    10.150876
    3.080402     9.991898
    3.125628     9.888448
    3.170854     9.716515
    3.216080    10.981903
    3.261307     9.604266
    3.306533    10.889372
    3.351759    10.458565
    3.396985    10.092394
    3.442211    10.431283
    3.487437    10.451493
    3.532663    11.093604
    3.577889    10.404577
    3.623116    11.040341
    3.668342    11.413664
    3.713568    11.769462
    3.758794    11.648653
    3.804020    11.797463
    3.849246    11.152528
    3.894472    12.047036
    3.939698    12.080987
    3.984925    12.648235
    4.030151    12.200534
    4.075377    11.598411
    4.120603    12.383052
    4.165829    11.824136
    4.211055    12.563547
    4.256281    13.422814
    4.301508    12.871729
    4.346734    12.352129
    4.391960    13.390047
    4.437186    14.121084
    4.482412    13.810747
    4.527638    13.280983
    4.572864    14.007683
    4.618090    14.839108
    4.663317    14.665825
    4.708543    13.713035
    4.753769    14.959268
    4.798995    14.305504
    4.844221    14.257616
    4.889447    13.899227
    4.934673    15.351871
    4.979899    15.722959
    5.025126    15.399200
    5.070352    15.401633
    5.115578    14.475479
    5.160804    15.386240
    5.206030    15.240553
    5.251256    15.660105
    5.296482    15.371186
    5.341709    16.035321
    5.386935    15.353563
    5.432161    16.211999
    5.477387    16.514905
    5.522613    15.607548
    5.567839    16.314286
    5.613065    16.099081
    5.658291    16.119861
    5.703518    16.157991
    5.748744    17.125820
    5.793970    17.748102
    5.839196    17.343995
    5.884422    18.428096
    5.929648    17.097640
    5.974874    17.204464
    6.020101    18.157160
    6.065327    18.443616
    6.110553    18.441188
    6.155779    18.415586
    6.201005    18.936797
    6.246231    18.744447
    6.291457    19.312904
    6.336683    18.147518
    6.381910    19.786496
    6.427136    18.276405
    6.472362    19.360537
    6.517588    18.941676
    6.562814    18.847312
    6.608040    19.670921
    6.653266    18.967241
    6.698492    19.784692
    6.743719    20.355868
    6.788945    19.520793
    6.834171    20.118747
    6.879397    21.303050
    6.924623    20.744193
    6.969849    21.592399
    7.015075    21.700377
    7.060302    21.648098
    7.105528    20.824499
    7.150754    21.681058
    7.195980    22.421424
    7.241206    22.119458
    7.286432    21.442126
    7.331658    21.505945
    7.376884    22.332306
    7.422111    22.289120
    7.467337    22.742114
    7.512563    21.848816
    7.557789    22.332000
    7.603015    22.903375
    7.648241    22.833165
    7.693467    23.068874
    7.738693    24.113747
    7.783920    24.138965
    7.829146    22.989233
    7.874372    24.090274
    7.919598    23.956019
    7.964824    24.021956
    8.010050    24.364882
    8.055276    25.200686
    8.100503    24.471920
    8.145729    25.209996
    8.190955    23.901772
    8.236181    24.868866
    8.281407    24.249084
    8.326633    24.834749
    8.371859    25.109737
    8.417085    24.830084
    8.462312    26.448559
    8.507538    26.089365
    8.552764    25.224476
    8.597990    25.357383
    8.643216    26.201686
    8.688442    26.635145
    8.733668    26.034418
    8.778894    26.440065
    8.824121    26.620932
    8.869347    27.168616
    8.914573    27.387710
    8.959799    26.606733
    9.005025    26.906442
    9.050251    28.101335
    9.095477    28.461973
    9.140704    27.451136
    9.185930    27.921858
    9.231156    28.330908
    9.276382    27.685475
    9.321608    29.232629
    9.366834    29.529234
    9.412060    28.297275
    9.457286    28.803801
    9.502513    29.744560
    9.547739    28.656249
    9.592965    29.211632
    9.638191    29.045113
    9.683417    29.685106
    9.728643    30.384333
    9.773869    29.762931
    9.819095    30.551164
    9.864322    30.785315
    9.909548    30.181993
    9.954774    30.174788
   10.000000    30.584167
